B1235	Pen01_Lft_AP200_ML800__Site01_Z2200__B1235_cat_P01_S01_1	phy012716
B1235 	Pen02_Lft_AP200_ML800__Site01_Z3000__B1235_cat_P02_S01_1	phy012716
B1235 	Pen02_Lft_AP200_ML800__Site03_Z3000__B1235_cat_P02_S03_1	phy012716
B1235 	Pen02_Lft_AP200_ML800__Site04_Z3800__B1235_cat_P02_S04_1	phy012716
